ticket_id,patient_id,created_date,response_time_hours,resolved,issue_type,priority,channel,resolved_date,first_contact_resolution
84228,10952,2024-03-25,5.3,yes,claims,urgent,phone,2024-03-27,no
84229,10631,2024-06-01,0.7,yes,scheduling,medium,phone,2024-06-02,no
84230,14735,2024-10-22,18.7,yes,other,medium,web,2024-10-23,no
84231,12721,2021-03-01,9.9,yes,app,high,email,2021-03-03,no
84232,14534,2024-06-18,8.1,yes,scheduling,low,phone,2024-06-18,no
84233,12192,2021-07-10,12.3,yes,medication,medium,phone,2021-07-10,no
84234,10589,2024-10-08,11.4,yes,app,medium,web,2024-10-10,no
84235,10819,2025-01-31,11.1,yes,medication,high,phone,2025-02-02,no
84236,14498,2023-05-13,0.6,yes,scheduling,urgent,email,2023-05-15,no
84237,12702,2021-03-05,4.3,yes,device,medium,phone,2021-03-05,no
84238,14371,2024-10-25,4.1,no,claims,high,email,,no
84239,14214,2023-06-03,4.4,yes,other,urgent,email,2023-06-04,no
84240,13724,2022-07-11,2.6,yes,device,medium,app,2022-07-12,no
84241,11483,2023-03-20,2.5,yes,device,medium,phone,2023-03-20,no
84242,12629,2024-01-05,12.3,no,claims,urgent,app,,no
84243,13056,2022-12-22,1.1,yes,medication,high,phone,2022-12-24,no
84244,14188,2024-07-20,1.2,yes,app,high,phone,2024-07-21,no
84245,13008,2023-02-11,1.7,yes,claims,low,app,2023-02-13,no
84246,11331,2025-02-05,3.7,yes,scheduling,urgent,web,2025-02-07,no
84247,14262,2023-02-26,1.7,yes,scheduling,medium,phone,2023-02-26,yes
84248,11442,2023-10-09,1.3,yes,medication,high,phone,2023-10-11,no
84249,13909,2024-05-04,10.5,yes,other,high,email,2024-05-04,no
84250,12379,2022-07-13,10.8,yes,medication,medium,email,2022-07-15,no
84251,13984,2023-12-05,11.0,no,other,medium,app,,no
84252,14264,2021-10-03,4.3,yes,medication,urgent,phone,2021-10-05,no
84253,11730,2022-10-13,4.2,yes,scheduling,low,app,2022-10-13,no
84254,12497,2024-04-30,12.3,yes,scheduling,medium,phone,2024-04-30,no
84255,11609,2022-05-06,8.8,yes,medication,medium,email,2022-05-06,no
84256,11960,2021-09-01,1.1,yes,device,low,phone,2021-09-02,no
84257,10510,2022-06-16,7.4,yes,medication,low,app,2022-06-16,no
84258,11841,2022-06-27,6.3,no,medication,medium,app,,no
84259,14909,2022-09-07,3.8,yes,medication,low,app,2022-09-08,no
84260,14210,2024-04-13,9.8,yes,scheduling,high,phone,2024-04-14,no
84261,12176,2022-04-04,7.9,yes,scheduling,medium,phone,2022-04-04,no
84262,13527,2021-07-18,5.4,yes,device,low,app,2021-07-19,no
84263,12463,2022-07-10,3.4,yes,scheduling,medium,phone,2022-07-11,no
84264,11959,2024-01-14,3.7,yes,scheduling,low,app,2024-01-16,no
84265,12825,2024-07-11,6.3,yes,medication,low,email,2024-07-12,no
84266,14749,2021-02-24,13.3,yes,app,urgent,email,2021-02-25,no
84267,14293,2024-10-10,13.4,yes,scheduling,medium,web,2024-10-12,no
84268,11536,2023-05-10,4.1,yes,device,low,email,2023-05-11,no
84269,12523,2022-05-29,7.6,yes,app,high,app,2022-05-31,no
84270,13370,2023-03-17,9.7,yes,app,low,app,2023-03-18,no
84271,14179,2023-09-17,2.6,yes,claims,medium,phone,2023-09-18,no
84272,11373,2023-09-08,8.1,yes,claims,high,phone,2023-09-08,no
84273,13764,2022-08-15,8.0,yes,device,low,phone,2022-08-16,no
84274,14252,2021-04-15,6.2,yes,device,high,phone,2021-04-16,no
84275,11230,2021-04-18,7.4,no,app,low,app,,no
84276,12546,2023-03-19,3.0,no,app,low,phone,,no
84277,11102,2021-06-04,4.3,no,device,medium,app,,no
84278,14627,2021-04-09,14.2,yes,claims,high,app,2021-04-11,no
84279,12768,2022-11-15,13.5,yes,medication,low,email,2022-11-15,no
84280,12979,2024-10-20,3.6,yes,app,medium,web,2024-10-21,no
84281,12465,2022-01-26,1.3,yes,scheduling,high,phone,2022-01-26,yes
84282,13623,2021-12-28,5.7,no,other,medium,web,,no
84283,10677,2021-10-11,5.5,yes,medication,high,email,2021-10-11,no
84284,14021,2022-12-16,3.7,yes,medication,urgent,app,2022-12-18,no
84285,14436,2021-10-13,9.2,yes,claims,low,phone,2021-10-15,no
84286,14760,2024-03-10,2.0,yes,scheduling,medium,phone,2024-03-12,no
84287,11698,2023-12-10,2.8,yes,scheduling,low,web,2023-12-12,no
84288,11340,2021-05-08,2.4,yes,app,medium,phone,2021-05-10,no
84289,10064,2022-01-01,12.0,yes,device,low,email,2022-01-02,no
84290,14664,2023-05-04,8.4,yes,app,low,web,2023-05-04,no
84291,14881,2024-02-25,11.4,no,scheduling,medium,email,,no
84292,14430,2024-11-22,2.2,no,medication,low,app,,no
84293,13743,2022-03-24,6.4,no,medication,high,phone,,no
84294,13905,2023-05-29,4.1,yes,other,low,app,2023-05-30,no
84295,10455,2023-09-28,1.3,yes,medication,medium,web,2023-09-30,no
84296,11695,2023-12-24,3.3,yes,scheduling,high,email,2023-12-24,no
84297,13867,2021-08-14,5.4,yes,medication,high,app,2021-08-15,no
84298,11284,2023-04-03,5.2,yes,other,medium,phone,2023-04-03,no
84299,12168,2021-12-01,8.7,yes,scheduling,high,app,2021-12-03,no
84300,10537,2024-10-11,5.7,yes,claims,high,phone,2024-10-13,no
84301,10414,2022-03-13,2.5,yes,medication,low,phone,2022-03-13,no
84302,11218,2024-08-19,4.8,yes,device,high,phone,2024-08-21,no
84303,12130,2022-01-22,8.2,yes,scheduling,medium,email,2022-01-23,no
84304,13367,2021-08-30,7.5,yes,device,urgent,app,2021-08-30,no
84305,14340,2023-05-30,4.1,yes,medication,high,email,2023-05-31,no
84306,14460,2023-12-25,6.3,no,scheduling,low,phone,,no
84307,13259,2022-04-16,9.5,yes,app,medium,web,2022-04-18,no
84308,12939,2021-07-23,4.4,yes,medication,low,app,2021-07-24,no
84309,13241,2021-01-16,2.1,no,app,high,email,,no
84310,12000,2023-08-29,3.8,yes,medication,urgent,email,2023-08-31,no
84311,11695,2021-02-28,6.0,yes,app,medium,phone,2021-03-01,no
84312,10748,2024-04-30,1.5,yes,claims,low,email,2024-05-02,no
84313,10491,2021-06-10,5.8,yes,medication,low,app,2021-06-12,no
84314,10035,2024-10-01,1.8,yes,other,medium,email,2024-10-03,no
84315,14944,2021-05-18,6.2,yes,scheduling,high,web,2021-05-18,no
84316,14686,2023-10-31,8.1,yes,other,high,phone,2023-11-02,no
84317,11587,2024-05-16,14.1,yes,other,low,web,2024-05-17,no
84318,11825,2023-07-02,7.1,yes,scheduling,low,email,2023-07-02,no
84319,10618,2023-12-13,5.9,no,medication,low,phone,,no
84320,14087,2023-11-12,3.2,no,claims,medium,phone,,no
84321,12122,2024-09-13,2.5,yes,other,medium,web,2024-09-13,no
84322,14316,2021-11-19,4.8,yes,device,high,app,2021-11-20,no
84323,12294,2021-09-12,7.6,yes,claims,medium,email,2021-09-12,no
84324,11220,2021-01-13,8.1,yes,medication,urgent,app,2021-01-14,no
84325,13048,2022-11-29,4.1,yes,app,medium,web,2022-11-29,no
84326,13508,2023-12-05,4.5,yes,scheduling,medium,email,2023-12-05,no
84327,13102,2023-07-30,4.0,yes,other,low,email,2023-07-31,no
84328,12209,2023-09-25,2.8,yes,app,high,phone,2023-09-26,no
84329,13816,2022-11-14,3.0,yes,other,high,app,2022-11-14,no
84330,11078,2023-08-18,2.0,yes,scheduling,low,app,2023-08-19,no
84331,11387,2024-08-11,3.0,no,medication,medium,app,,no
84332,10099,2022-10-10,8.9,no,medication,medium,email,,no
84333,14641,2023-08-28,5.6,yes,medication,high,phone,2023-08-28,no
84334,14389,2024-04-06,4.2,yes,device,low,app,2024-04-06,no
84335,12474,2023-08-05,1.7,yes,app,urgent,app,2023-08-07,no
84336,12642,2023-09-16,6.3,no,device,high,phone,,no
84337,10285,2024-10-05,6.0,yes,scheduling,medium,app,2024-10-07,no
84338,14987,2023-07-05,4.7,yes,scheduling,medium,web,2023-07-06,no
84339,10888,2021-07-13,2.1,yes,scheduling,low,email,2021-07-14,no
84340,10585,2024-08-30,3.8,yes,scheduling,low,web,2024-08-30,no
84341,13459,2022-05-21,1.3,yes,scheduling,medium,app,2022-05-22,no
84342,10588,2022-05-02,6.8,no,scheduling,medium,phone,,no
84343,12222,2023-12-25,6.6,yes,app,low,app,2023-12-25,no
84344,10095,2022-09-05,1.1,yes,device,medium,phone,2022-09-05,yes
84345,10225,2022-04-03,6.8,yes,medication,low,email,2022-04-05,no
84346,13073,2021-08-07,6.8,yes,other,high,web,2021-08-07,no
84347,14577,2022-04-03,3.9,yes,claims,medium,phone,2022-04-03,no
84348,12351,2022-11-05,1.8,yes,scheduling,low,app,2022-11-06,no
84349,11659,2022-06-19,2.1,yes,medication,medium,phone,2022-06-20,no
84350,12369,2021-03-19,7.8,yes,medication,urgent,phone,2021-03-20,no
84351,14236,2024-04-19,2.5,no,claims,low,phone,,no
84352,14484,2021-12-13,2.7,yes,medication,low,app,2021-12-13,no
84353,11446,2025-01-29,5.7,yes,app,low,web,2025-01-29,no
84354,11021,2024-01-07,2.9,yes,app,low,email,2024-01-09,no
84355,13581,2022-07-02,6.7,yes,medication,low,app,2022-07-02,no
84356,11358,2021-05-22,4.4,yes,other,medium,email,2021-05-23,no
84357,11438,2021-08-29,4.5,yes,app,low,email,2021-08-29,no
84358,13055,2024-02-10,4.0,yes,app,medium,web,2024-02-12,no
84359,10308,2023-03-13,9.4,yes,medication,medium,phone,2023-03-13,no
84360,10749,2022-09-26,2.2,no,device,low,app,,no
84361,10926,2022-07-29,0.5,yes,medication,high,phone,2022-07-31,no
84362,13002,2021-11-22,1.2,yes,medication,medium,web,2021-11-23,no
84363,11786,2022-07-03,4.8,no,app,medium,email,,no
84364,14317,2023-03-02,1.7,yes,app,medium,phone,2023-03-02,yes
84365,14022,2023-05-27,2.2,yes,scheduling,low,phone,2023-05-29,no
84366,11714,2021-10-15,3.8,no,scheduling,low,email,,no
84367,14292,2024-12-22,7.8,yes,app,high,web,2024-12-22,no
84368,10901,2024-12-25,8.1,yes,claims,low,phone,2024-12-26,no
84369,10098,2022-10-07,10.5,yes,app,medium,email,2022-10-09,no
84370,12702,2022-10-14,5.4,no,scheduling,medium,phone,,no
84371,13792,2022-08-07,2.8,yes,device,low,app,2022-08-09,no
84372,13184,2023-10-30,7.2,no,other,low,phone,,no
84373,14999,2024-08-16,2.2,yes,device,medium,phone,2024-08-16,no
84374,13879,2024-12-24,1.4,yes,scheduling,low,phone,2024-12-25,no
84375,11219,2022-06-04,4.7,yes,medication,high,app,2022-06-06,no
84376,10073,2023-12-16,10.8,yes,app,medium,phone,2023-12-16,no
84377,13640,2023-03-07,11.5,no,medication,low,email,,no
84378,12638,2022-09-20,10.7,yes,claims,low,phone,2022-09-22,no
84379,11270,2022-12-14,0.8,no,medication,medium,email,,no
84380,11690,2023-07-20,5.3,yes,app,medium,web,2023-07-22,no
84381,13858,2023-11-11,6.1,yes,app,low,phone,2023-11-13,no
84382,12245,2021-02-02,0.7,yes,app,low,app,2021-02-04,no
84383,12069,2024-08-20,2.0,yes,medication,low,web,2024-08-21,no
84384,14323,2021-03-15,1.9,yes,claims,medium,phone,2021-03-17,no
84385,14776,2023-01-31,3.3,yes,app,medium,email,2023-02-01,no
84386,14626,2022-12-19,6.8,yes,scheduling,low,phone,2022-12-19,no
84387,14922,2022-01-21,4.0,yes,medication,medium,app,2022-01-23,no
84388,11556,2023-07-18,7.3,yes,medication,high,app,2023-07-18,no
84389,10947,2021-08-19,3.0,yes,scheduling,medium,app,2021-08-19,no
84390,12472,2024-07-19,1.4,yes,claims,high,app,2024-07-19,yes
84391,10948,2021-01-20,3.1,yes,scheduling,medium,web,2021-01-20,no
84392,12563,2024-09-08,1.9,yes,medication,low,app,2024-09-10,no
84393,13911,2021-10-18,2.8,yes,app,low,app,2021-10-18,no
84394,11161,2021-08-13,4.6,yes,other,medium,email,2021-08-13,no
84395,12580,2024-08-01,0.8,no,claims,low,phone,,no
84396,10521,2022-05-22,2.5,yes,claims,low,phone,2022-05-22,no
84397,10527,2021-09-09,6.1,no,medication,medium,phone,,no
84398,14510,2021-05-23,8.2,yes,app,urgent,email,2021-05-24,no
84399,13600,2024-07-06,8.6,yes,other,medium,phone,2024-07-07,no
84400,11461,2022-08-28,8.1,yes,medication,high,web,2022-08-28,no
84401,10612,2024-02-07,12.8,yes,device,medium,app,2024-02-07,no
84402,14691,2024-01-27,10.8,yes,medication,medium,app,2024-01-27,no
84403,11551,2023-05-24,1.8,yes,app,medium,web,2023-05-25,no
84404,11842,2021-03-25,2.0,yes,medication,low,phone,2021-03-25,yes
84405,11823,2024-05-07,2.7,yes,medication,medium,email,2024-05-07,no
84406,13419,2023-02-11,7.0,yes,claims,medium,email,2023-02-11,no
84407,12641,2022-08-10,3.9,yes,device,high,app,2022-08-10,no
84408,13761,2023-01-08,0.4,yes,app,low,app,2023-01-09,no
84409,14928,2024-11-27,2.4,yes,scheduling,medium,email,2024-11-29,no
84410,13791,2024-11-29,0.9,yes,medication,low,phone,2024-11-30,no
84411,10878,2024-07-20,1.0,yes,medication,low,phone,2024-07-20,yes
84412,13579,2022-07-20,10.3,no,app,high,email,,no
84413,12928,2021-02-06,1.7,yes,medication,low,phone,2021-02-07,no
84414,11785,2022-07-20,9.7,yes,claims,medium,phone,2022-07-21,no
84415,11093,2024-07-25,1.1,yes,medication,low,email,2024-07-26,no
84416,13501,2022-06-04,4.2,yes,medication,low,phone,2022-06-04,no
84417,14408,2023-11-01,2.3,yes,device,medium,app,2023-11-03,no
84418,10332,2023-04-18,2.9,yes,other,medium,web,2023-04-20,no
84419,14066,2021-01-09,1.1,yes,scheduling,medium,email,2021-01-10,no
84420,14427,2023-01-20,6.7,yes,medication,medium,app,2023-01-20,no
84421,12604,2023-09-02,1.2,yes,claims,low,phone,2023-09-04,no
84422,11048,2021-09-02,5.2,yes,medication,low,app,2021-09-03,no
84423,10607,2023-04-27,3.6,no,medication,urgent,phone,,no
84424,12272,2024-07-05,20.3,yes,medication,low,phone,2024-07-05,no
84425,11606,2021-10-15,8.2,yes,claims,high,web,2021-10-17,no
84426,11891,2021-02-20,5.0,yes,medication,high,app,2021-02-22,no
84427,10488,2021-06-14,8.1,yes,claims,high,email,2021-06-14,no
84428,10099,2022-12-30,5.9,yes,medication,low,phone,2023-01-01,no
84429,11382,2023-02-19,2.9,yes,scheduling,high,app,2023-02-20,no
84430,11518,2023-03-25,5.5,yes,app,low,web,2023-03-27,no
84431,13296,2024-12-11,3.1,yes,medication,low,email,2024-12-12,no
84432,10535,2023-02-05,1.6,no,claims,medium,web,,no
84433,14653,2022-10-20,7.5,no,device,medium,email,,no
84434,13499,2023-07-23,17.2,yes,device,medium,web,2023-07-23,no
84435,10635,2022-07-25,0.3,no,app,medium,email,,no
84436,13278,2022-10-09,2.9,yes,app,medium,email,2022-10-10,no
84437,13304,2023-09-28,1.3,yes,claims,low,web,2023-09-29,no
84438,11654,2021-07-30,7.7,yes,other,medium,email,2021-07-31,no
84439,10620,2021-03-29,2.7,yes,device,low,email,2021-03-29,no
84440,14744,2024-01-23,15.3,yes,scheduling,low,phone,2024-01-25,no
84441,11987,2023-01-21,5.2,no,scheduling,high,email,,no
84442,12403,2024-02-23,4.4,yes,medication,high,phone,2024-02-24,no
84443,14009,2023-06-16,2.0,no,app,medium,phone,,no
84444,10985,2021-06-09,1.6,yes,medication,high,phone,2021-06-09,yes
84445,10988,2022-08-29,2.9,yes,app,low,phone,2022-08-29,no
84446,11612,2023-05-13,6.5,yes,scheduling,low,email,2023-05-14,no
84447,14530,2021-05-28,10.6,yes,scheduling,low,email,2021-05-28,no
84448,10970,2024-06-22,13.4,yes,app,low,phone,2024-06-24,no
84449,10067,2024-11-30,12.0,yes,medication,low,email,2024-11-30,no
84450,12204,2021-01-04,5.5,yes,scheduling,low,app,2021-01-06,no
84451,14802,2024-02-17,5.7,yes,app,medium,app,2024-02-19,no
84452,14969,2024-05-29,7.6,yes,scheduling,high,app,2024-05-30,no
84453,13553,2021-07-01,0.8,yes,medication,medium,app,2021-07-02,no
84454,12729,2021-04-02,5.6,yes,scheduling,medium,email,2021-04-02,no
84455,11616,2023-04-13,6.3,no,device,low,app,,no
84456,10684,2023-08-05,1.7,yes,medication,medium,phone,2023-08-07,no
84457,13886,2022-06-23,10.6,yes,app,low,web,2022-06-23,no
84458,11591,2023-01-14,2.5,yes,app,low,phone,2023-01-16,no
84459,11197,2023-02-03,14.8,yes,medication,low,app,2023-02-05,no
84460,11146,2023-07-11,4.6,yes,app,medium,app,2023-07-13,no
84461,14057,2024-02-26,3.8,no,medication,medium,app,,no
84462,11150,2021-12-04,3.5,yes,medication,low,email,2021-12-04,no
84463,13838,2023-02-24,22.3,yes,scheduling,low,phone,2023-02-26,no
84464,14012,2023-07-27,4.1,yes,app,medium,app,2023-07-27,no
84465,10665,2023-03-12,6.4,yes,claims,medium,phone,2023-03-14,no
84466,12677,2023-06-06,9.8,yes,medication,low,web,2023-06-08,no
84467,14056,2023-12-21,1.8,yes,device,medium,phone,2023-12-22,no
84468,12083,2022-06-25,5.0,yes,scheduling,low,phone,2022-06-25,no
84469,13491,2023-12-23,3.2,no,claims,low,phone,,no
84470,13060,2022-07-03,3.2,yes,app,high,app,2022-07-04,no
84471,12227,2025-01-03,2.4,yes,medication,medium,phone,2025-01-03,no
84472,10199,2022-05-04,2.8,yes,app,urgent,app,2022-05-05,no
84473,11794,2021-11-08,4.8,yes,app,low,phone,2021-11-09,no
84474,12582,2021-06-19,9.0,yes,app,medium,web,2021-06-19,no
84475,14694,2024-07-27,10.3,yes,claims,medium,phone,2024-07-28,no
84476,12907,2023-08-23,4.3,yes,claims,medium,phone,2023-08-23,no
84477,11408,2021-10-14,9.0,yes,other,low,email,2021-10-14,no
84478,12445,2024-01-28,2.7,yes,medication,high,web,2024-01-28,no
84479,11170,2024-11-19,2.8,yes,scheduling,medium,phone,2024-11-20,no
84480,12714,2021-05-10,8.5,yes,medication,high,email,2021-05-11,no
84481,10931,2024-09-26,5.1,yes,device,medium,email,2024-09-27,no
84482,12301,2023-08-25,1.4,yes,app,medium,app,2023-08-26,no
84483,12183,2023-09-01,1.5,yes,medication,medium,phone,2023-09-01,yes
84484,12439,2024-09-22,4.1,no,app,low,phone,,no
84485,12805,2023-09-21,6.7,yes,scheduling,urgent,email,2023-09-21,no
84486,14875,2021-07-09,1.1,yes,device,medium,email,2021-07-09,yes
84487,11596,2022-11-25,2.2,yes,claims,low,phone,2022-11-27,no
84488,11460,2022-12-10,1.7,yes,claims,high,email,2022-12-12,no
84489,13857,2022-07-17,4.3,yes,scheduling,high,phone,2022-07-18,no
84490,12788,2024-02-22,2.8,no,app,low,email,,no
84491,14163,2024-02-22,16.8,no,medication,low,phone,,no
84492,13892,2024-05-16,4.9,yes,scheduling,low,app,2024-05-16,no
84493,12243,2022-12-22,7.1,yes,app,medium,phone,2022-12-22,no
84494,13893,2024-02-11,1.8,yes,medication,high,app,2024-02-12,no
84495,14399,2024-11-17,9.9,yes,other,low,email,2024-11-18,no
84496,13724,2023-09-18,5.5,yes,app,low,app,2023-09-18,no
84497,13860,2024-02-15,1.8,yes,app,urgent,email,2024-02-17,no
84498,14890,2022-11-05,7.1,yes,medication,high,app,2022-11-07,no
84499,12590,2023-06-16,8.9,yes,claims,medium,phone,2023-06-18,no
84500,10700,2021-06-15,10.2,yes,medication,medium,app,2021-06-16,no
84501,14140,2023-11-07,6.1,yes,app,medium,app,2023-11-07,no
84502,11273,2023-06-07,9.0,yes,scheduling,high,phone,2023-06-08,no
84503,12228,2024-11-24,8.4,yes,medication,low,phone,2024-11-25,no
84504,13712,2021-12-20,11.3,yes,app,high,email,2021-12-21,no
84505,10127,2022-07-14,12.7,yes,medication,low,app,2022-07-16,no
84506,14665,2024-08-22,6.3,yes,app,medium,phone,2024-08-23,no
84507,10775,2021-03-12,1.1,yes,medication,low,email,2021-03-12,yes
84508,11160,2022-05-21,1.1,no,medication,low,phone,,no
84509,12652,2024-04-07,12.7,yes,medication,low,phone,2024-04-09,no
84510,14467,2022-01-17,1.6,no,scheduling,low,app,,no
84511,11250,2023-03-23,5.8,yes,device,high,email,2023-03-25,no
84512,12378,2021-12-13,11.7,yes,scheduling,low,email,2021-12-14,no
84513,12444,2022-02-03,13.4,yes,medication,high,email,2022-02-04,no
84514,11618,2021-04-14,1.1,no,medication,medium,app,,no
84515,12481,2021-11-13,1.5,yes,other,medium,email,2021-11-15,no
84516,13374,2024-05-22,1.0,no,other,high,phone,,no
84517,14755,2022-03-12,4.0,yes,claims,urgent,app,2022-03-12,no
84518,11844,2022-03-12,3.0,yes,scheduling,low,web,2022-03-12,no
84519,11403,2023-06-09,6.9,yes,app,high,email,2023-06-10,no
84520,13556,2021-06-13,10.4,yes,device,low,web,2021-06-13,no
84521,13833,2024-08-05,4.4,yes,claims,medium,email,2024-08-06,no
84522,11403,2023-12-05,14.2,yes,app,medium,phone,2023-12-05,no
84523,12553,2021-01-02,1.9,yes,app,low,phone,2021-01-02,yes
84524,10919,2024-11-02,2.2,no,scheduling,medium,app,,no
84525,13579,2024-09-11,6.2,yes,medication,low,phone,2024-09-12,no
84526,10080,2024-09-27,8.4,yes,claims,low,phone,2024-09-27,no
84527,13191,2022-10-01,5.7,no,medication,low,app,,no
84528,11285,2024-12-25,4.9,yes,other,medium,email,2024-12-27,no
84529,14462,2023-07-03,2.7,yes,app,low,email,2023-07-05,no
84530,14086,2021-12-30,4.3,no,app,low,phone,,no
84531,10209,2021-12-20,5.0,yes,claims,high,web,2021-12-22,no
84532,10390,2021-10-18,1.7,yes,claims,medium,phone,2021-10-18,yes
84533,12871,2024-08-08,5.6,yes,scheduling,high,phone,2024-08-08,no
84534,12336,2023-07-11,5.0,yes,scheduling,high,phone,2023-07-12,no
84535,13777,2022-07-11,8.6,yes,app,low,phone,2022-07-13,no
84536,10249,2023-08-23,1.9,yes,medication,medium,phone,2023-08-23,yes
84537,12674,2024-12-08,4.0,yes,scheduling,low,phone,2024-12-08,no
84538,13583,2024-01-06,11.0,yes,medication,low,phone,2024-01-07,no
84539,11084,2024-03-18,1.1,yes,app,medium,phone,2024-03-20,no
84540,13975,2022-07-29,3.0,yes,scheduling,medium,app,2022-07-30,no
84541,14816,2025-01-17,7.2,yes,scheduling,high,phone,2025-01-17,no
84542,11542,2025-01-15,5.6,no,other,high,phone,,no
84543,10675,2022-11-08,1.1,yes,medication,urgent,app,2022-11-10,no
84544,11200,2024-11-08,1.5,yes,scheduling,low,phone,2024-11-10,no
84545,10886,2023-02-08,4.7,yes,device,low,phone,2023-02-09,no
84546,10316,2021-10-09,2.5,yes,app,low,email,2021-10-10,no
84547,11258,2022-11-13,9.0,yes,scheduling,medium,phone,2022-11-13,no
84548,13430,2023-07-25,2.1,yes,scheduling,medium,email,2023-07-25,no
84549,12662,2021-08-20,2.3,yes,claims,high,web,2021-08-21,no
84550,10991,2022-08-13,12.7,yes,scheduling,low,phone,2022-08-13,no
84551,13558,2024-06-27,2.3,yes,scheduling,high,web,2024-06-27,no
84552,11445,2021-07-09,3.8,yes,medication,high,app,2021-07-09,no
84553,11412,2023-09-08,5.1,yes,claims,medium,email,2023-09-09,no
84554,11780,2025-01-20,3.2,yes,other,low,email,2025-01-22,no
84555,14810,2021-06-13,0.4,yes,claims,low,email,2021-06-13,yes
84556,14855,2024-07-07,5.1,yes,app,high,phone,2024-07-08,no
84557,14264,2022-06-13,3.3,yes,other,medium,email,2022-06-15,no
84558,10378,2024-07-19,3.4,yes,medication,medium,email,2024-07-20,no
84559,14002,2021-02-10,0.5,yes,other,urgent,email,2021-02-11,no
84560,12277,2024-10-23,6.4,yes,scheduling,medium,phone,2024-10-23,no
84561,11724,2021-11-07,0.7,yes,scheduling,low,email,2021-11-08,no
84562,13768,2024-10-03,16.3,yes,scheduling,high,phone,2024-10-04,no
84563,10738,2021-11-09,0.9,yes,medication,high,email,2021-11-11,no
84564,11485,2022-07-04,0.7,yes,claims,high,phone,2022-07-06,no
84565,12608,2024-01-11,2.4,yes,scheduling,urgent,app,2024-01-13,no
84566,12274,2024-04-03,5.8,yes,app,high,app,2024-04-05,no
84567,12221,2023-12-10,3.6,no,claims,low,phone,,no
84568,13636,2024-05-27,27.3,yes,claims,high,web,2024-05-29,no
84569,11876,2022-10-03,9.7,yes,medication,low,email,2022-10-04,no
84570,11066,2021-09-09,12.5,yes,app,urgent,email,2021-09-09,no
84571,12480,2022-07-10,1.1,yes,medication,medium,phone,2022-07-11,no
84572,11380,2021-04-11,13.3,yes,app,high,phone,2021-04-13,no
84573,14602,2023-04-24,0.7,yes,app,high,phone,2023-04-26,no
84574,11395,2021-11-05,0.5,yes,device,high,email,2021-11-05,yes
84575,11080,2022-12-02,1.3,yes,claims,low,phone,2022-12-04,no
84576,11982,2022-06-09,0.8,yes,device,low,phone,2022-06-09,yes
84577,11154,2024-08-14,7.9,yes,claims,low,app,2024-08-15,no
84578,11278,2021-06-23,2.1,yes,medication,low,phone,2021-06-25,no
84579,14763,2021-07-28,9.9,no,app,high,app,,no
84580,14726,2023-03-21,1.0,yes,scheduling,medium,app,2023-03-23,no
84581,12177,2021-05-24,1.9,yes,scheduling,low,email,2021-05-25,no
84582,14412,2023-05-22,8.7,yes,medication,low,web,2023-05-24,no
84583,11459,2023-02-05,3.3,yes,medication,medium,email,2023-02-05,no
84584,10787,2024-04-10,4.8,yes,app,medium,app,2024-04-10,no
84585,11665,2021-04-19,14.8,yes,device,medium,web,2021-04-20,no
84586,13768,2023-04-30,12.5,yes,claims,medium,phone,2023-05-02,no
84587,10302,2022-06-18,1.6,yes,other,high,phone,2022-06-20,no
84588,14704,2023-09-11,13.5,yes,scheduling,medium,app,2023-09-12,no
84589,14983,2022-04-14,10.4,yes,app,low,app,2022-04-16,no
84590,11921,2021-04-15,0.7,yes,claims,medium,app,2021-04-16,no
84591,12431,2024-01-02,4.9,yes,scheduling,medium,app,2024-01-03,no
84592,11915,2021-11-01,3.8,yes,medication,urgent,phone,2021-11-01,no
84593,14174,2021-07-18,4.7,yes,other,low,app,2021-07-20,no
84594,14105,2024-06-22,9.3,yes,medication,low,email,2024-06-24,no
84595,13627,2021-03-17,3.4,yes,other,low,phone,2021-03-17,no
84596,13593,2021-03-05,13.2,yes,medication,low,phone,2021-03-05,no
84597,12571,2024-02-27,7.9,yes,device,high,phone,2024-02-27,no
84598,14363,2024-12-03,3.7,yes,other,medium,phone,2024-12-05,no
84599,10794,2021-08-19,6.9,yes,claims,high,phone,2021-08-21,no
84600,13721,2024-01-30,6.1,yes,other,low,app,2024-01-31,no
84601,11161,2022-10-22,12.0,yes,claims,high,web,2022-10-24,no
84602,11462,2024-10-08,4.2,yes,app,low,phone,2024-10-10,no
84603,14879,2024-09-26,7.6,no,other,medium,email,,no
84604,11381,2024-09-29,4.3,yes,medication,low,phone,2024-09-30,no
84605,11869,2021-07-20,4.9,yes,medication,high,email,2021-07-22,no
84606,14609,2023-01-22,3.3,yes,device,low,app,2023-01-22,no
84607,13858,2022-01-27,10.0,yes,claims,high,email,2022-01-29,no
84608,14110,2023-04-12,12.3,yes,device,low,email,2023-04-14,no
84609,10667,2022-09-02,5.7,yes,scheduling,low,app,2022-09-03,no
84610,13463,2024-07-19,5.9,yes,claims,high,phone,2024-07-21,no
84611,13344,2021-09-04,7.4,yes,app,low,email,2021-09-04,no
84612,11194,2024-10-31,5.1,yes,app,medium,phone,2024-11-02,no
84613,10491,2022-11-26,3.8,no,claims,medium,phone,,no
84614,13909,2023-11-16,2.7,yes,medication,high,phone,2023-11-16,no
84615,12306,2024-01-14,10.7,yes,app,medium,app,2024-01-15,no
